"name","count","countries","cities","roles","samples"
"Tokyo Haneda Airport (HND)","25","Japan","Disney Area, Tokyo|Gunma district|Kamakura|Karuizawa|Mount Fuji, Hakone|Tokyo (within 23 wards)|Tokyo Haneda Airport (HND)|Yokohama port","from|to","Tokyo Haneda Airport (HND) -> Disney Area, Tokyo || Tokyo Haneda Airport (HND) -> Disney Area, Tokyo || Tokyo Haneda Airport (HND) -> Disney Area, Tokyo"
"Tokyo Narita Airport (NRT)","28","Japan","Disney Area, Tokyo|Gunma district|Kamakura|Karuizawa|Mount Fuji, Hakone|Tokyo (within 23 wards)|Tokyo Narita Airport (NRT)|Yokohama City|Yokohama port","from|to","Tokyo Narita Airport (NRT) -> Disney Area, Tokyo || Tokyo Narita Airport (NRT) -> Disney Area, Tokyo || Tokyo Narita Airport (NRT) -> Disney Area, Tokyo"
"Tolyatti","5","Russia","Tolyatti","to","Samara Kurumoch International Airport (KUF) -> Tolyatti || Samara Kurumoch International Airport (KUF) -> Tolyatti || Samara Kurumoch International Airport (KUF) -> Tolyatti"
"Tomsk","4","Russia","Tomsk","to","Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk"
"Tomsk Bogashevo Airport (TOF)","4","Russia","Tomsk","from","Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk"
"Torba","2","Turkey","Torba","to","Milas–Bodrum International Airport (BJV) -> Torba || Milas–Bodrum International Airport (BJV) -> Torba"
"Tornio/Haaparanta","3","Finland","Tornio/Haaparanta","to","Helsinki Vantaa airport (HEL) -> Tornio/Haaparanta || Helsinki Vantaa airport (HEL) -> Tornio/Haaparanta || Helsinki Vantaa airport (HEL) -> Tornio/Haaparanta"
"Toronto","1","Canada","Toronto","to","Toronto Lester B. Pearson Airport (YYZ) -> Toronto"
"Toronto Lester B. Pearson Airport (YYZ)","1","Canada","Toronto","from","Toronto Lester B. Pearson Airport (YYZ) -> Toronto"
"Torp Sandefjord Airport (TRF)","3","Norway","Oslo|Oslo Gardermoen Airport (OSL)|Torp Sandefjord Airport (TRF)","from|to","Torp Sandefjord Airport (TRF) -> Oslo || Torp Sandefjord Airport (TRF) -> Oslo Gardermoen Airport (OSL) || Oslo Gardermoen Airport (OSL) -> Torp Sandefjord Airport (TRF)"
"Torrance","21","United States of America","Torrance","to","Long Beach Airport (LGB) -> Torrance || Long Beach Airport (LGB) -> Torrance || Long Beach Airport (LGB) -> Torrance"
"Tosmur","3","Turkey","Tosmur","to","Antalya Airport (AYT) -> Tosmur || Antalya Airport (AYT) -> Tosmur || Antalya Airport (AYT) -> Tosmur"
"Toulouse","3","France","Toulouse","to","Toulouse–Blagnac Airport (TLS) -> Toulouse || Toulouse–Blagnac Airport (TLS) -> Toulouse || Toulouse–Blagnac Airport (TLS) -> Toulouse"
"Toulouse–Blagnac Airport (TLS)","3","France","Toulouse","from","Toulouse–Blagnac Airport (TLS) -> Toulouse || Toulouse–Blagnac Airport (TLS) -> Toulouse || Toulouse–Blagnac Airport (TLS) -> Toulouse"
"Trachoni","1","Cyprus","Trachoni","to","Larnaca Airport (LCA) -> Trachoni"
"Trang Airport (TST)","11","Thailand","Kamala beach, Phuket|Phuket International Airport (HKT)|Phuket Island to delete|Railay, Krabi|Sakhu, Phuket|Wichit, Mueang, Phuket","from","Trang Airport (TST) -> Kamala beach, Phuket || Trang Airport (TST) -> Kamala beach, Phuket || Trang Airport (TST) -> Phuket International Airport (HKT)"
"Trang Airport (TST), Khok Lo, Mueang Trang District","2","Thailand","Trang Airport (TST), Khok Lo, Mueang Trang District","to","Phuket International Airport (HKT) -> Trang Airport (TST), Khok Lo, Mueang Trang District || Phuket International Airport (HKT) -> Trang Airport (TST), Khok Lo, Mueang Trang District"
"Trang Province","4","Thailand","Trang Province","to","Krabi International Airport (KBV) -> Trang Province || Krabi International Airport (KBV) -> Trang Province || Phuket International Airport (HKT) -> Trang Province"
"Trang Train Station","2","Thailand","Trang Train Station","to","Phuket International Airport (HKT) -> Trang Train Station || Phuket International Airport (HKT) -> Trang Train Station"
"Trat province","4","Thailand","Trat province","to","Bangkok Suvarnabhumi Airport (BKK) -> Trat province || Bangkok Suvarnabhumi Airport (BKK) -> Trat province || Bangkok Suvarnabhumi Airport (BKK) -> Trat province"
"Trelleborg","1","Sweden","Trelleborg","to","Malmö Sturup Airport (MMX) -> Trelleborg"
"Trimiklini","1","Cyprus","Trimiklini","to","Larnaca Airport (LCA) -> Trimiklini"
"Trollhättan","1","Sweden","Trollhättan","to","Gothenburg Landvetter Airport (GOT) -> Trollhättan"
"Troodos","1","Cyprus","Troodos","to","Larnaca Airport (LCA) -> Troodos"
"Trysil","1","Norway","Trysil","to","Oslo Gardermoen Airport (OSL) -> Trysil"
"Tsada","2","Cyprus","Tsada","to","Larnaca Airport (LCA) -> Tsada || Paphos Airport (PFO) -> Tsada"
"Tseri","1","Cyprus","Tseri","to","Larnaca Airport (LCA) -> Tseri"
"Tubkaek Beach, Krabi","4","Thailand","Tubkaek Beach, Krabi","to","Krabi International Airport (KBV) -> Tubkaek Beach, Krabi || Krabi International Airport (KBV) -> Tubkaek Beach, Krabi || Phuket International Airport (HKT) -> Tubkaek Beach, Krabi"
"Tuen Mun","4","China","Tuen Mun","to","Hong Kong Airport (HKG) -> Tuen Mun || Hong Kong Airport (HKG) -> Tuen Mun || Hong Kong Airport (HKG) -> Tuen Mun"
"Tufandag (Gabala)","3","Azerbaijan","Tufandag (Gabala)","to","Baku Heydar Aliyev International Airport (GYD) -> Tufandag (Gabala) || Baku Heydar Aliyev International Airport (GYD) -> Tufandag (Gabala) || Baku Heydar Aliyev International Airport (GYD) -> Tufandag (Gabala)"
"Turkler / Türkler","5","Turkey","Turkler / Türkler","to","Antalya Airport (AYT) -> Turkler / Türkler || Antalya Airport (AYT) -> Turkler / Türkler || Antalya Airport (AYT) -> Turkler / Türkler"
"Turku","3","Finland","Turku","to","Helsinki Vantaa airport (HEL) -> Turku || Helsinki Vantaa airport (HEL) -> Turku || Helsinki Vantaa airport (HEL) -> Turku"
"Turunç (Marmaris)","3","Turkey","Turunç (Marmaris)","to","Dalaman Airport (DLM) -> Turunç (Marmaris) || Dalaman Airport (DLM) -> Turunç (Marmaris) || Dalaman Airport (DLM) -> Turunç (Marmaris)"
"Tutkijantie","2","Finland","Tutkijantie","to","Rovaniemi Airport (RVN) -> Tutkijantie || Rovaniemi Airport (RVN) -> Tutkijantie"
"Tyresö municipality / Tyreso","2","Sweden","Tyresö municipality / Tyreso","to","Stockholm Arlanda Airport (ARN) -> Tyresö municipality / Tyreso || Stockholm Arlanda Airport (ARN) -> Tyresö municipality / Tyreso"
"Tyumen","5","Russia","Tyumen","to","Tyumen Roshchino International Airport (TJM) -> Tyumen || Tyumen Roshchino International Airport (TJM) -> Tyumen || Tyumen Roshchino International Airport (TJM) -> Tyumen"
"Tyumen Roshchino International Airport (TJM)","5","Russia","Tyumen","from","Tyumen Roshchino International Airport (TJM) -> Tyumen || Tyumen Roshchino International Airport (TJM) -> Tyumen || Tyumen Roshchino International Airport (TJM) -> Tyumen"
"Ubud","6","Indonesia","Denpasar Ngurah Rai Airport (DPS)|Jimbaran|Kuta, Seminyak|Nusa dua|Ubud|Uluwatu","from|to","Ubud -> Denpasar Ngurah Rai Airport (DPS) || Ubud -> Jimbaran || Ubud -> Kuta, Seminyak"
"Ufa","2","Russia","Ufa","to","Ufa International Airport (UFA) -> Ufa || Ufa International Airport (UFA) -> Ufa"
"Ufa International Airport (UFA)","2","Russia","Ufa","from","Ufa International Airport (UFA) -> Ufa || Ufa International Airport (UFA) -> Ufa"
"Uijeongbu","10","South Korea","Uijeongbu","to","Seoul Gimpo Airport (GMP) -> Uijeongbu || Seoul Gimpo Airport (GMP) -> Uijeongbu || Seoul Gimpo Airport (GMP) -> Uijeongbu"
"Ulan-Ude","2","Russia","Ulan-Ude","to","Baikal International Airport (UUD) -> Ulan-Ude || Baikal International Airport (UUD) -> Ulan-Ude"
"Uluwatu","2","Indonesia","Uluwatu","to","Denpasar Ngurah Rai Airport (DPS) -> Uluwatu || Ubud -> Uluwatu"
"Ulyanovsk","8","Russia","Ulyanovsk","to","Ulyanovsk Baratayevka Airport (ULV) -> Ulyanovsk || Ulyanovsk Baratayevka Airport (ULV) -> Ulyanovsk || Ulyanovsk Vostochny Airport (ULY) -> Ulyanovsk"
"Ulyanovsk Baratayevka Airport (ULV)","2","Russia","Ulyanovsk","from","Ulyanovsk Baratayevka Airport (ULV) -> Ulyanovsk || Ulyanovsk Baratayevka Airport (ULV) -> Ulyanovsk"
"Ulyanovsk Vostochny Airport (ULY)","6","Russia","Ulyanovsk","from","Ulyanovsk Vostochny Airport (ULY) -> Ulyanovsk || Ulyanovsk Vostochny Airport (ULY) -> Ulyanovsk || Ulyanovsk Vostochny Airport (ULY) -> Ulyanovsk"
"Umeå","3","Sweden","Umeå","to","Luleå Airport (LLA) -> Umeå || Umeå Airport (UME) -> Umeå || Umeå Airport (UME) -> Umeå"
"Umeå Airport (UME)","3","Sweden","Umeå|Örnsköldsvik / Ornskoldsvik","from","Umeå Airport (UME) -> Umeå || Umeå Airport (UME) -> Umeå || Umeå Airport (UME) -> Örnsköldsvik / Ornskoldsvik"
"Umm Al Quwain","6","United Arab Emirates","Umm Al Quwain","to","Abu Dhabi International Airport (AUH) -> Umm Al Quwain || Abu Dhabi International Airport (AUH) -> Umm Al Quwain || Abu Dhabi International Airport (AUH) -> Umm Al Quwain"
"Universal City","20","United States of America","Universal City","to","Long Beach Airport (LGB) -> Universal City || Long Beach Airport (LGB) -> Universal City || Long Beach Airport (LGB) -> Universal City"
"Uppsala city","2","Sweden","Uppsala city","to","Stockholm Arlanda Airport (ARN) -> Uppsala city || Stockholm Arlanda Airport (ARN) -> Uppsala city"
"Uzhhorod","1","Ukraine","Uzhhorod","to","Uzhhorod International Airport (UDJ) -> Uzhhorod"
"Uzhhorod International Airport (UDJ)","1","Ukraine","Uzhhorod","from","Uzhhorod International Airport (UDJ) -> Uzhhorod"
"Vaarala","2","Finland","Vaarala","to","Rovaniemi Airport (RVN) -> Vaarala || Rovaniemi Airport (RVN) -> Vaarala"
"Vaasa","3","Finland","Vaasa","to","Helsinki Vantaa airport (HEL) -> Vaasa || Helsinki Vantaa airport (HEL) -> Vaasa || Helsinki Vantaa airport (HEL) -> Vaasa"
"Vaattunki Wilderness Resort","2","Finland","Vaattunki Wilderness Resort","to","Rovaniemi Airport (RVN) -> Vaattunki Wilderness Resort || Rovaniemi Airport (RVN) -> Vaattunki Wilderness Resort"
"Valencia","5","Spain","Valencia","to","Valencia Airport (VLC) -> Valencia || Valencia Airport (VLC) -> Valencia || Valencia Airport (VLC) -> Valencia"
"Valencia Airport (VLC)","5","Spain","Valencia","from","Valencia Airport (VLC) -> Valencia || Valencia Airport (VLC) -> Valencia || Valencia Airport (VLC) -> Valencia"
"Vancouver","3","Canada","Vancouver","to","Vancouver Airport (YVR) -> Vancouver || Vancouver Airport (YVR) -> Vancouver || Vancouver Airport (YVR) -> Vancouver"
"Vancouver Airport (YVR)","15","Canada","Kelowna|Tofino|Vancouver|Victoria|Whistler","from","Vancouver Airport (YVR) -> Kelowna || Vancouver Airport (YVR) -> Kelowna || Vancouver Airport (YVR) -> Kelowna"
"Vantaa city, Finland","1","Finland","Vantaa city, Finland","to","Helsinki Vantaa airport (HEL) -> Vantaa city, Finland"
"Värmdö municipality / Varmdo","2","Sweden","Värmdö municipality / Varmdo","to","Stockholm Arlanda Airport (ARN) -> Värmdö municipality / Varmdo || Stockholm Arlanda Airport (ARN) -> Värmdö municipality / Varmdo"
"Varna Airport (VAR)","1","Bulgaria","Burgas","from","Varna Airport (VAR) -> Burgas"
"Västerås city","2","Sweden","Västerås city","to","Stockholm Arlanda Airport (ARN) -> Västerås city || Stockholm Arlanda Airport (ARN) -> Västerås city"
"Vavatsinia","1","Cyprus","Vavatsinia","to","Larnaca Airport (LCA) -> Vavatsinia"
"Vaxolm locality","2","Sweden","Vaxolm locality","to","Stockholm Arlanda Airport (ARN) -> Vaxolm locality || Stockholm Arlanda Airport (ARN) -> Vaxolm locality"
"Vestby","1","Norway","Vestby","to","Oslo Gardermoen Airport (OSL) -> Vestby"
"Victoria","3","Canada","Victoria","to","Vancouver Airport (YVR) -> Victoria || Vancouver Airport (YVR) -> Victoria || Vancouver Airport (YVR) -> Victoria"
"Vienna","2","Austria","Vienna","to","Vienna Schwechat Airport (VIE) -> Vienna || Vienna Schwechat Airport (VIE) -> Vienna"
"Vienna Schwechat Airport (VIE)","2","Austria","Vienna","from","Vienna Schwechat Airport (VIE) -> Vienna || Vienna Schwechat Airport (VIE) -> Vienna"
"Vilnius","4","Lithuania","Vilnius","to","Vilnius airport (VNO) -> Vilnius || Vilnius airport (VNO) -> Vilnius || Vilnius airport (VNO) -> Vilnius"
"Vilnius airport (VNO)","6","Lithuania","Kaunas|Vilnius","from","Vilnius airport (VNO) -> Kaunas || Vilnius airport (VNO) -> Kaunas || Vilnius airport (VNO) -> Vilnius"
"Vinnytsia","1","Ukraine","Vinnytsia","to","Havryshivka Vinnytsia International Airport (VIN) -> Vinnytsia"
"Visby","2","Sweden","Visby","to","Visby Airport (VBY) -> Visby || Visby Airport (VBY) -> Visby"
"Visby Airport (VBY)","2","Sweden","Visby","from","Visby Airport (VBY) -> Visby || Visby Airport (VBY) -> Visby"
"Vladivostok","2","Russia","Vladivostok","to","Vladivostok International Airport (VVO) -> Vladivostok || Vladivostok International Airport (VVO) -> Vladivostok"
"Vladivostok International Airport (VVO)","2","Russia","Vladivostok","from","Vladivostok International Airport (VVO) -> Vladivostok || Vladivostok International Airport (VVO) -> Vladivostok"
"Volgograd","6","Russia","Volgograd","to","Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd"
"Volgograd International Airport (VOG)","6","Russia","Volgograd","from","Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd"
"Vologda","6","Russia","Vologda","to","Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda"
"Vologda Airport (VGD)","6","Russia","Vologda","from","Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda"
"Voronezh","6","Russia","Voronezh","to","Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh"
"Voronezh-Chertovitskoye Airport (VOZ)","6","Russia","Voronezh","from","Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh"
"Vsevolozhsk","7","Russia","Vsevolozhsk","to","Saint-Petersburg Pulkovo Airport (LED) -> Vsevolozhsk || Saint-Petersburg Pulkovo Airport (LED) -> Vsevolozhsk || Saint-Petersburg Pulkovo Airport (LED) -> Vsevolozhsk"
"Vyborg","1","Russia","Vyborg","to","Saint-Petersburg Pulkovo Airport (LED) -> Vyborg"
"Vyzakia","1","Cyprus","Vyzakia","to","Larnaca Airport (LCA) -> Vyzakia"
"Wadi Rum","6","Jordan","Wadi Rum","to","Amman Civil Airport (Marka) (ADJ) -> Wadi Rum || Amman Civil Airport (Marka) (ADJ) -> Wadi Rum || Amman Civil Airport (Marka) (ADJ) -> Wadi Rum"
"Wan Chai district, Hong Kong","2","China","Wan Chai district, Hong Kong","to","Hong Kong Airport (HKG) -> Wan Chai district, Hong Kong || Hong Kong Airport (HKG) -> Wan Chai district, Hong Kong"
"Warsaw","2","Russia","Warsaw","to","Kaliningrad Khrabrovo Airport (KGD) -> Warsaw || Kaliningrad Khrabrovo Airport (KGD) -> Warsaw"
"West Palm Beach Airport (PBI)","36","United States of America","Fort Lauderdale City Florida USA|Fort Lauderdale-Hollywood International Airport (FLL)|Miami|Miami airport (MIA)|Port Everglades|West Palm Beach Airport (PBI)|West Palm Beach Florida USA","from|to","West Palm Beach Airport (PBI) -> Fort Lauderdale City Florida USA || West Palm Beach Airport (PBI) -> Fort Lauderdale City Florida USA || West Palm Beach Airport (PBI) -> Fort Lauderdale City Florida USA"
"West Palm Beach Florida USA","12","United States of America","West Palm Beach Florida USA","to","Fort Lauderdale-Hollywood International Airport (FLL) -> West Palm Beach Florida USA || Fort Lauderdale-Hollywood International Airport (FLL) -> West Palm Beach Florida USA || Fort Lauderdale-Hollywood International Airport (FLL) -> West Palm Beach Florida USA"
"Whistler","3","Canada","Whistler","to","Vancouver Airport (YVR) -> Whistler || Vancouver Airport (YVR) -> Whistler || Vancouver Airport (YVR) -> Whistler"
"Wichit, Mueang, Phuket","10","Thailand","Wichit, Mueang, Phuket","to","Krabi International Airport (KBV) -> Wichit, Mueang, Phuket || Krabi International Airport (KBV) -> Wichit, Mueang, Phuket || Phuket International Airport (HKT) -> Wichit, Mueang, Phuket"
"Wong Tai Sin","4","China","Wong Tai Sin","to","Hong Kong Airport (HKG) -> Wong Tai Sin || Hong Kong Airport (HKG) -> Wong Tai Sin || Hong Kong Airport (HKG) -> Wong Tai Sin"
"Xinyuan Township","3","Taiwan","Xinyuan Township","to","Kaohsiung Airport (KHH) -> Xinyuan Township || Kaohsiung Airport (KHH) -> Xinyuan Township || Kaohsiung Airport (KHH) -> Xinyuan Township"
"Xylofagou","1","Cyprus","Xylofagou","to","Larnaca Airport (LCA) -> Xylofagou"
"Yala city, Yala","2","Thailand","Yala city, Yala","to","Phuket International Airport (HKT) -> Yala city, Yala || Phuket International Airport (HKT) -> Yala city, Yala"
"Yangju","10","South Korea","Yangju","to","Seoul Gimpo Airport (GMP) -> Yangju || Seoul Gimpo Airport (GMP) -> Yangju || Seoul Gimpo Airport (GMP) -> Yangju"
"Yantarny","5","Russia","Yantarny","to","Kaliningrad Khrabrovo Airport (KGD) -> Yantarny || Kaliningrad Khrabrovo Airport (KGD) -> Yantarny || Kaliningrad Khrabrovo Airport (KGD) -> Yantarny"
"Yaroslavl","6","Russia","Yaroslavl","to","Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl || Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl || Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl"
"Yaroslavl Tunoshna Airport (IAR)","6","Russia","Yaroslavl","from","Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl || Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl || Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl"
"Yekaterinburg","3","Russia","Yekaterinburg","to","Yekaterinburg Koltsovo Airport (SVX) -> Yekaterinburg || Yekaterinburg Koltsovo Airport (SVX) -> Yekaterinburg || Yekaterinburg Koltsovo Airport (SVX) -> Yekaterinburg"
"Yekaterinburg Koltsovo Airport (SVX)","3","Russia","Yekaterinburg","from","Yekaterinburg Koltsovo Airport (SVX) -> Yekaterinburg || Yekaterinburg Koltsovo Airport (SVX) -> Yekaterinburg || Yekaterinburg Koltsovo Airport (SVX) -> Yekaterinburg"
"Yerevan","7","Armenia","Yerevan","to","Yerevan Zvartnots Airport (EVN) -> Yerevan || Yerevan Zvartnots Airport (EVN) -> Yerevan || Yerevan Zvartnots Airport (EVN) -> Yerevan"
"Yerevan Zvartnots Airport (EVN)","7","Armenia","Yerevan","from","Yerevan Zvartnots Airport (EVN) -> Yerevan || Yerevan Zvartnots Airport (EVN) -> Yerevan || Yerevan Zvartnots Airport (EVN) -> Yerevan"
